[I 210513 14:01:26 main:117] Model name: dimenet
[I 210513 14:01:26 main:118] Model params: {'emb_size': 128, 'num_blocks': 6, 'num_bilinear': 8, 'num_spherical': 7, 'num_radial': 6, 'envelope_exponent': 5, 'cutoff': 4.0, 'num_before_skip': 1, 'num_after_skip': 2, 'num_dense_output': 3, 'targets': ['Energy']}
[I 210513 14:01:26 main:119] Train params: {'num_train': 1673, 'num_valid': 418, 'data_seed': 42, 'lr': 0.001, 'weight_decay': 0.0001, 'ema_decay': 0, 'batch_size': 10, 'epochs': 300, 'early_stopping': 20, 'num_workers': 12, 'gpu': 0, 'interval': 10, 'step_size': 30, 'gamma': 0.3}
[I 210513 14:01:26 main:127] Loading Data Set
[I 210513 14:01:32 main:139] Size of Training Set: 1673
[I 210513 14:01:32 main:140] Size of Validation Set: 418
[I 210513 14:01:32 main:141] Size of Test Set: 519
[I 210513 14:01:32 main:167] Loading Model
[I 210513 14:02:27 main:221] EMA Init
[I 210513 14:02:27 main:228] Training
[I 210513 18:20:53 main:248] Epoch 268 | Train Loss 0.0431
[I 210513 18:21:48 main:248] Epoch 269 | Train Loss 0.0431
[I 210513 18:22:50 main:236] Epoch 270 | Train Loss 0.0431 | Val MAE 0.0638
[I 210513 18:23:47 main:248] Epoch 271 | Train Loss 0.0431
[I 210513 18:24:44 main:248] Epoch 272 | Train Loss 0.0431
[I 210513 18:25:37 main:248] Epoch 273 | Train Loss 0.0431
[I 210513 18:26:32 main:248] Epoch 274 | Train Loss 0.0431
[I 210513 18:27:27 main:248] Epoch 275 | Train Loss 0.0431
[I 210513 18:28:23 main:248] Epoch 276 | Train Loss 0.0431
[I 210513 18:29:19 main:248] Epoch 277 | Train Loss 0.0431
[I 210513 18:30:12 main:248] Epoch 278 | Train Loss 0.0431
[I 210513 18:31:10 main:248] Epoch 279 | Train Loss 0.0431
[I 210513 18:32:13 main:236] Epoch 280 | Train Loss 0.0431 | Val MAE 0.0638
[I 210513 18:33:10 main:248] Epoch 281 | Train Loss 0.0431
[I 210513 18:34:04 main:248] Epoch 282 | Train Loss 0.0431
[I 210513 18:34:58 main:248] Epoch 283 | Train Loss 0.0431
[I 210513 18:35:52 main:248] Epoch 284 | Train Loss 0.0431
[I 210513 18:36:49 main:248] Epoch 285 | Train Loss 0.0431
[I 210513 18:37:47 main:248] Epoch 286 | Train Loss 0.0431
[I 210513 18:38:41 main:248] Epoch 287 | Train Loss 0.0431
[I 210513 18:39:36 main:248] Epoch 288 | Train Loss 0.0431
[I 210513 18:40:30 main:248] Epoch 289 | Train Loss 0.0431
[I 210513 18:41:33 main:236] Epoch 290 | Train Loss 0.0431 | Val MAE 0.0638
[I 210513 18:42:30 main:248] Epoch 291 | Train Loss 0.0431
[I 210513 18:43:28 main:248] Epoch 292 | Train Loss 0.0431
